Total Responders,average age of attendees,Number of people attended,Attendees who hold degrees,Male Attendees,Female attendees,Other gender attendees,Percentage attended,Percentage of males attended,Percentage of females attended,Percentage of other gender attended,Percentage attendees with degrees,Average post-bootcamp salary
15620,31.07,953,637,496,326,131,6.10%,52.05%,34.21%,13.75%,66.84%,$63740.51
